Episode,TotalReward,State,Action,Player's Hand,Dealer's Card,Usable Ace,Player's Hand (%),Dealer's Card (%),Usable Ace (%)
22,0.0,"[17, 7, 0]",0,0.4438072443008423,0.04433315992355347,-0.27807164192199707,57.92224835578325,5.786017088418779,36.29173455579796
23,1.0,"[15, 10, 1]",1,-0.45506277680397034,-0.01791192591190338,0.2931334674358368,59.399285183690886,2.338041364100885,38.262673452208226
23,1.0,"[15, 10, 0]",1,-0.5399711939195792,0.03145197903116544,-0.01993473122517268,91.31038751770001,5.318602965998253,3.3710095163017373
23,1.0,"[18, 10, 0]",0,0.39533406496047974,-0.4230231046676636,-0.27807164192199707,36.05651920087298,38.58190337679926,25.36157742232777
24,-1.0,"[8, 6, 0]",1,-0.1288717451194922,0.29018620525797206,-0.01993473122517268,29.356239983094532,66.10274326182046,4.541016755084997
24,-1.0,"[13, 6, 0]",1,-0.44005992139379185,0.2650478122135003,-0.01993473122517268,60.69436519079973,36.55617775087764,2.749457058322644
24,-1.0,"[16, 6, 0]",0,0.2593464218080044,0.07277190312743187,-0.27807164192199707,42.50257065740953,11.926106143996059,45.57132319859441
25,-1.0,"[13, 10, 0]",1,-0.406768328199784,0.05826722954710325,-0.01993473122517268,83.87489655540912,12.014597774763917,4.110505669826953
26,1.0,"[21, 10, 1]",0,1.2059431324402492,-0.21886373062928519,-0.14416106541951498,76.86219141532096,13.949535019498823,9.18827356518022
27,1.0,"[20, 5, 0]",0,0.7539653182029724,0.16436517238616943,-0.27807164192199707,63.01938936037066,13.738288149084282,23.242322490545053
28,1.0,"[13, 6, 0]",1,-0.44005992139379185,0.2650478122135003,-0.01993473122517268,60.69436519079973,36.55617775087764,2.749457058322644
28,1.0,"[21, 6, 0]",0,0.9946538060903549,0.15944351255893707,-0.27807164192199707,69.4508702167089,11.133009927497339,19.416119855793752
29,1.0,"[15, 3, 0]",0,-0.08462408185005188,0.11584320664405823,-0.27807164192199707,17.683844818324005,24.207687040911864,58.10846814076414
30,1.0,"[21, 1, 1]",0,0.5641929507255554,-0.04288762807846069,-0.048454076051712036,86.06607546167403,6.542389141562549,7.391535396763416
31,-1.0,"[10, 8, 0]",1,-0.2190334970752398,0.20623422910769781,-0.01993473122517268,49.19862714828978,46.32369513599653,4.477677715713688
31,-1.0,"[13, 8, 0]",1,-0.4164154740671317,0.17901105557878813,-0.01993473122517268,67.67008268893345,29.090400543801515,3.239516767265052
31,-1.0,"[16, 8, 0]",0,0.21161751449108124,-0.18174077570438385,-0.27807164192199707,31.51743828633189,27.06772025060532,41.41484146306279
32,1.0,"[17, 10, 0]",0,0.25384850800037384,-0.4334643930196762,-0.27807164192199707,26.295066546928602,44.900697467009,28.804235986062395
33,1.0,"[17, 9, 0]",0,0.301050528883934,-0.29437775909900665,-0.27807164192199707,34.46486010785337,33.70094822229047,31.83419166985616
34,-1.0,"[17, 6, 0]",0,0.39650027453899384,0.10298095643520355,-0.27807164192199707,50.99335213850181,13.244238433796104,35.76240942770209
35,-1.0,"[13, 3, 0]",1,-0.5442478579158584,0.3485090679799517,-0.01993473122517268,59.631076242402315,38.184754430570486,2.18416932702719
35,-1.0,"[17, 3, 0]",0,0.15269936248660088,0.15967769548296928,-0.27807164192199707,25.861579933132766,27.043449416061588,47.09497065080564
36,-1.0,"[12, 5, 0]",1,-0.4000657784442107,0.3029300508399804,-0.01993473122517268,55.33944756220177,41.90306336289635,2.757489074901887
36,-1.0,"[15, 5, 0]",0,0.06513659656047821,0.07417844235897064,-0.27807164192199707,15.605815793921288,17.77211534623671,66.622068859842
37,0.0,"[20, 10, 0]",0,0.9128134697675705,-0.17965246737003326,-0.27807164192199707,66.60258600088153,13.108175223717867,20.28923877540059
38,-1.0,"[18, 4, 0]",0,0.3663262575864792,0.1545926183462143,-0.27807164192199707,45.84863642312982,19.34849224009558,34.80287133677461
39,1.0,"[12, 10, 0]",1,-0.3282814087967078,0.08030330513914426,-0.01993473122517268,76.6082875593544,18.739710891992004,4.652001548653599
39,1.0,"[20, 10, 0]",0,0.9128134697675705,-0.17965246737003326,-0.27807164192199707,66.60258600088153,13.108175223717867,20.28923877540059
40,-1.0,"[14, 10, 1]",1,-0.40283020337422687,-0.020025511582692463,0.2883014331261317,56.64433022434912,2.815905266040274,40.53976450961061
40,-1.0,"[14, 10, 0]",1,-0.48290658618013066,0.03773342942198118,-0.01993473122517268,89.33206536457409,6.980242721925954,3.687691913499965
41,1.0,"[13, 5, 0]",1,-0.4726978490749995,0.2867488240202268,-0.01993473122517268,60.650388430447634,36.79184830824448,2.5577632613078913
41,1.0,"[20, 5, 0]",0,0.7539653182029724,0.16436517238616943,-0.27807164192199707,63.01938936037066,13.738288149084282,23.242322490545053
42,1.0,"[12, 10, 0]",1,-0.3282814087967078,0.08030330513914426,-0.01993473122517268,76.6082875593544,18.739710891992004,4.652001548653599
42,1.0,"[17, 10, 0]",0,0.25384850800037384,-0.4334643930196762,-0.27807164192199707,26.295066546928602,44.900697467009,28.804235986062395
43,-1.0,"[12, 6, 0]",1,-0.37705957020322484,0.2715973195930322,-0.01993473122517268,56.39609566556912,40.62230381800237,2.981600516428508
44,-1.0,"[12, 7, 0]",1,-0.35013625274101895,0.24755373348792395,-0.01993473122517268,56.69077723836906,40.081578099457325,3.2276446621736232
45,1.0,"[20, 2, 0]",0,0.5073128193616867,0.16946057975292206,-0.27807164192199707,53.13038216242229,17.74744303734887,29.122174800228834
46,0.0,"[20, 10, 0]",0,0.9128134697675705,-0.17965246737003326,-0.27807164192199707,66.60258600088153,13.108175223717867,20.28923877540059
47,1.0,"[21, 7, 1]",0,1.1045957058668137,-0.006482407450675964,-0.1674642562866211,86.39492379191485,0.5070154579768197,13.098060750108337
48,1.0,"[21, 4, 1]",0,0.9142640084028244,0.13300175964832306,-0.08094954490661621,81.03630556174264,11.788685911348038,7.17500852690932
49,-1.0,"[13, 10, 0]",1,-0.406768328199784,0.05826722954710325,-0.01993473122517268,83.87489655540912,12.014597774763917,4.110505669826953
49,-1.0,"[18, 10, 0]",0,0.39533406496047974,-0.4230231046676636,-0.27807164192199707,36.05651920087298,38.58190337679926,25.36157742232777
50,1.0,"[11, 7, 0]",1,-0.30149829636017483,0.23917084683974585,-0.01993473122517268,53.78098691689659,42.66307418674527,3.5559388963581475
50,1.0,"[21, 7, 0]",0,1.0847563594579697,0.14359129965305328,-0.27807164192199707,72.00892598190312,9.531960958983081,18.4591130591138
51,-1.0,"[15, 2, 0]",0,-0.14567311108112335,0.11511664092540741,-0.27807164192199707,27.03350299770126,21.362940864283917,51.60355613801483
52,1.0,"[6, 5, 0]",1,-0.031191202501455944,0.30394123991330463,-0.01993473122517268,8.784591991904703,85.6010531183391,5.614354889756186
52,1.0,"[11, 5, 0]",1,-0.3275979437554876,0.3183770424996813,-0.01993473122517268,49.19554935991135,47.81084194181025,2.9936086982784085
52,1.0,"[12, 5, 0]",1,-0.4000657784442107,0.3029300508399804,-0.01993473122517268,55.33944756220177,41.90306336289635,2.757489074901887
52,1.0,"[18, 5, 0]",0,0.452314630150795,0.13682325184345245,-0.27807164192199707,52.15747955674893,15.77741573058034,32.065104712670724
53,-1.0,"[12, 10, 0]",1,-0.3282814087967078,0.08030330513914426,-0.01993473122517268,76.6082875593544,18.739710891992004,4.652001548653599
54,1.0,"[12, 10, 1]",1,-0.2504480257630348,0.020939595997333527,0.2860584333539009,44.927759998534064,3.756344816726917,51.31589518473901
54,1.0,"[15, 10, 1]",1,-0.45506277680397034,-0.01791192591190338,0.2931334674358368,59.399285183690886,2.338041364100885,38.262673452208226
54,1.0,"[12, 10, 0]",1,-0.3282814087967078,0.08030330513914426,-0.01993473122517268,76.6082875593544,18.739710891992004,4.652001548653599
54,1.0,"[21, 10, 0]",0,1.1369106620550156,-0.09209321439266205,-0.27807164192199707,75.43820121800556,6.110723269679725,18.451075512314713
55,1.0,"[17, 10, 0]",0,0.25384850800037384,-0.4334643930196762,-0.27807164192199707,26.295066546928602,44.900697467009,28.804235986062395
56,-1.0,"[13, 6, 1]",1,-0.31684729518989724,0.25039166988184053,0.33165972710897523,35.24838760430623,27.855382598721395,36.89622979697238
56,-1.0,"[15, 6, 1]",1,-0.4310538402448098,0.24639123709251484,0.346610017431279,42.092836845092904,24.060349716651682,33.846813438255424
56,-1.0,"[19, 6, 1]",0,0.7195290178060532,-0.004318565130233765,-0.15458329021930695,81.9107160044687,0.491622649226814,17.597661346304488
57,1.0,"[20, 10, 0]",0,0.9128134697675705,-0.17965246737003326,-0.27807164192199707,66.60258600088153,13.108175223717867,20.28923877540059
58,-1.0,"[18, 2, 0]",0,0.22084535285830498,0.15710188075900078,-0.27807164192199707,33.66448147955369,23.947768367160137,42.38775015328618
59,1.0,"[20, 4, 0]",0,0.6682415306568146,0.18239912390708923,-0.27807164192199707,59.203885058867336,16.159930610746883,24.636184330385785
60,-1.0,"[12, 8, 1]",1,-0.29029901574055356,0.10766949628790219,0.28243675952156383,42.66560355701366,15.824318357002461,41.51007808598389
60,-1.0,"[12, 8, 0]",1,-0.36832080657283467,0.17065487926205,-0.01993473122517268,65.89979276289944,30.533494108003435,3.566713129097146
60,-1.0,"[15, 8, 0]",1,-0.535505703339974,0.16630844150980315,-0.01993473122517268,74.19557149187227,23.04242473008477,2.762003778042955
60,-1.0,"[16, 8, 0]",0,0.21161751449108124,-0.18174077570438385,-0.27807164192199707,31.51743828633189,27.06772025060532,41.41484146306279
61,-1.0,"[17, 10, 0]",0,0.25384850800037384,-0.4334643930196762,-0.27807164192199707,26.295066546928602,44.900697467009,28.804235986062395
62,1.0,"[8, 8, 0]",1,-0.12831647942463556,0.18106026699145636,-0.01993473122517268,38.96507960904329,54.98146262265852,6.053457768298188
62,1.0,"[13, 8, 0]",1,-0.4164154740671317,0.17901105557878813,-0.01993473122517268,67.67008268893345,29.090400543801515,3.239516767265052
62,1.0,"[19, 8, 0]",0,0.8072395920753479,0.03841054439544678,-0.27807164192199707,71.83625053791394,3.4181543095465887,24.745595152539476
63,0.0,"[19, 6, 0]",0,0.6944171190261841,0.13237184286117554,-0.27807164192199707,62.85110688461162,11.980863685860616,25.168029429527767
64,-1.0,"[17, 5, 0]",0,0.30483873188495636,0.12039162218570709,-0.27807164192199707,43.343931002882805,17.118054956716414,39.53801404040078
65,0.0,"[17, 10, 0]",0,0.25384850800037384,-0.4334643930196762,-0.27807164192199707,26.295066546928602,44.900697467009,28.804235986062395
66,-1.0,"[17, 10, 0]",0,0.25384850800037384,-0.4334643930196762,-0.27807164192199707,26.295066546928602,44.900697467009,28.804235986062395
67,1.0,"[12, 8, 0]",1,-0.36832080657283467,0.17065487926205,-0.01993473122517268,65.89979276289944,30.533494108003435,3.566713129097146
67,1.0,"[21, 8, 0]",0,1.1513761729002,0.10938210785388947,-0.27807164192199707,74.82153524139373,7.108134969436364,18.070329789169907
68,1.0,"[9, 7, 0]",1,-0.16979882369438806,0.2582940136392911,-0.01993473122517268,37.899190945006254,57.651366068863275,4.449442986130461
68,1.0,"[17, 7, 0]",0,0.4438072443008423,0.04433315992355347,-0.27807164192199707,57.92224835578325,5.786017088418779,36.29173455579796
69,1.0,"[20, 6, 0]",0,0.8445577919483185,0.1458854377269745,-0.27807164192199707,66.57846989880909,11.500490927889421,21.921039173301494
70,-1.0,"[14, 2, 0]",1,-0.6741623642543951,0.3364944097896417,-0.01993473122517268,65.4150903444805,32.65060968086896,1.934299974650515
71,1.0,"[10, 4, 0]",1,-0.30866652137289446,0.34014736705770093,-0.01993473122517268,46.15583678240377,50.86326267600949,2.9809005415867467
71,1.0,"[20, 4, 0]",0,0.6682415306568146,0.18239912390708923,-0.27807164192199707,59.203885058867336,16.159930610746883,24.636184330385785
72,-1.0,"[16, 4, 0]",0,0.09090624377131462,0.11716167256236076,-0.27807164192199707,18.69961870568551,24.10041943156221,57.19996186275228
73,-1.0,"[10, 10, 0]",1,-0.18884939203659692,0.10602736224730809,-0.01993473122517268,59.98808834157081,33.679635949702586,6.332275708726597
73,-1.0,"[15, 10, 0]",1,-0.5399711939195792,0.03145197903116544,-0.01993473122517268,91.31038751770001,5.318602965998253,3.3710095163017373
74,-1.0,"[10, 8, 0]",1,-0.2190334970752398,0.20623422910769781,-0.01993473122517268,49.19862714828978,46.32369513599653,4.477677715713688
74,-1.0,"[14, 8, 0]",1,-0.46614738429586094,0.1848836032052835,-0.01993473122517268,69.47409849503798,27.554850873192887,2.9710506317691525
75,-1.0,"[13, 10, 1]",1,-0.3264054184158643,0.0005393202106157938,0.2885879601041476,53.02812004772265,0.0876184501210087,46.88426150215633
75,-1.0,"[18, 10, 1]",1,-0.5945861339569092,0.021825328469276428,0.3334517180919647,62.59702935664507,2.2977339175701825,35.105236725784735
75,-1.0,"[18, 10, 0]",0,0.39533406496047974,-0.4230231046676636,-0.27807164192199707,36.05651920087298,38.58190337679926,25.36157742232777
76,-1.0,"[16, 3, 0]",0,0.02020448073744774,0.13412761315703392,-0.27807164192199707,4.6725962483411445,31.019068996656518,64.30833475500233
77,1.0,"[20, 3, 0]",0,0.6190241873264313,0.22084948420524597,-0.27807164192199707,55.37159822371602,19.754945214893784,24.87345656139019
78,1.0,"[11, 2, 0]",1,-0.4740691768626372,0.36751145248611766,-0.01993473122517268,55.02736208287917,42.6587231411971,2.3139147759237266
78,1.0,"[18, 2, 0]",0,0.22084535285830498,0.15710188075900078,-0.27807164192199707,33.66448147955369,23.947768367160137,42.38775015328618
79,-1.0,"[13, 4, 0]",1,-0.5046433123449484,0.3143293795486291,-0.01993473122517268,60.15482739071132,37.46889953364195,2.376273075646733
79,-1.0,"[20, 4, 0]",0,0.6682415306568146,0.18239912390708923,-0.27807164192199707,59.203885058867336,16.159930610746883,24.636184330385785
80,-1.0,"[15, 10, 0]",1,-0.5399711939195792,0.03145197903116544,-0.01993473122517268,91.31038751770001,5.318602965998253,3.3710095163017373
80,-1.0,"[16, 10, 0]",0,0.1626867949962616,-0.4176813066005707,-0.27807164192199707,18.951451889842886,48.65586778268836,32.39268032746875
81,-1.0,"[10, 1, 0]",1,-0.5796235079566637,0.23889831205209097,-0.01993473122517268,69.1298203948257,28.492628711709944,2.3775508934643574
81,-1.0,"[14, 1, 0]",1,-0.8162731851140658,0.22801189621289572,-0.01993473122517268,76.70155878385115,21.42526323261115,1.8731779835376925
82,1.0,"[17, 10, 0]",0,0.25384850800037384,-0.4334643930196762,-0.27807164192199707,26.295066546928602,44.900697467009,28.804235986062395
83,0.0,"[10, 10, 0]",1,-0.18884939203659692,0.10602736224730809,-0.01993473122517268,59.98808834157081,33.679635949702586,6.332275708726597
83,0.0,"[17, 10, 0]",0,0.25384850800037384,-0.4334643930196762,-0.27807164192199707,26.295066546928602,44.900697467009,28.804235986062395
84,1.0,"[14, 9, 0]",1,-0.48008178795377415,0.10733906303842862,-0.01993473122517268,79.04459957395281,17.673182923016498,3.2822175030306955
84,1.0,"[21, 9, 0]",0,1.1701393574476242,0.03302009403705597,-0.27807164192199707,78.99775819291138,2.229233114538069,18.77300869255055
85,-1.0,"[10, 10, 0]",1,-0.18884939203659692,0.10602736224730809,-0.01993473122517268,59.98808834157081,33.679635949702586,6.332275708726597
85,-1.0,"[17, 10, 0]",0,0.25384850800037384,-0.4334643930196762,-0.27807164192199707,26.295066546928602,44.900697467009,28.804235986062395
86,-1.0,"[9, 8, 0]",1,-0.14301659415165582,0.22636194278796515,-0.01993473122517268,36.73560750339438,58.143906539591065,5.120485957014556
86,-1.0,"[18, 8, 0]",0,0.6086760014295578,-0.022671356797218323,-0.27807164192199707,66.93020503530096,2.4929495417964085,30.576845422902636
87,0.0,"[17, 7, 0]",0,0.4438072443008423,0.04433315992355347,-0.27807164192199707,57.92224835578325,5.786017088418779,36.29173455579796
88,-1.0,"[14, 5, 0]",0,-0.038824260234832764,0.05171048641204834,-0.27807164192199707,10.532714960684416,14.028646278436833,75.43863876087875
89,-1.0,"[19, 6, 1]",0,0.7195290178060532,-0.004318565130233765,-0.15458329021930695,81.9107160044687,0.491622649226814,17.597661346304488
90,1.0,"[11, 1, 0]",1,-0.6387892837325732,0.23641965289910635,-0.01993473122517268,71.36164915984479,26.411364051218833,2.226986788936384
90,1.0,"[14, 1, 0]",1,-0.8162731851140658,0.22801189621289572,-0.01993473122517268,76.70155878385115,21.42526323261115,1.8731779835376925
90,1.0,"[21, 1, 0]",0,0.48663485050201416,-0.011824101209640503,-0.27807164192199707,62.66782719079793,1.522683240889647,35.80948956831242
91,1.0,"[12, 9, 0]",1,-0.35179774339000386,0.12356780593593915,-0.01993473122517268,71.02716416767663,24.948058942838973,4.024776889484396
91,1.0,"[14, 9, 0]",1,-0.48008178795377415,0.10733906303842862,-0.01993473122517268,79.04459957395281,17.673182923016498,3.2822175030306955
91,1.0,"[20, 9, 0]",0,0.9722582995891571,-0.02832302451133728,-0.27807164192199707,76.03769947162154,2.2150673610402496,21.747233167338212
92,-1.0,"[14, 9, 0]",1,-0.48008178795377415,0.10733906303842862,-0.01993473122517268,79.04459957395281,17.673182923016498,3.2822175030306955
93,-1.0,"[19, 4, 0]",0,0.517497643828392,0.16828231513500214,-0.27807164192199707,53.6905933810786,17.45935940557846,28.850047213342933
94,-1.0,"[16, 2, 0]",0,-0.045949459075927734,0.1282961368560791,-0.27807164192199707,10.158679623605018,28.364193561309666,61.47712681508531
95,1.0,"[9, 9, 0]",1,-0.15293280935535827,0.15283559107532105,-0.01993473122517268,46.95466346235559,46.92481472263271,6.120521815011694
95,1.0,"[17, 9, 0]",0,0.301050528883934,-0.29437775909900665,-0.27807164192199707,34.46486010785337,33.70094822229047,31.83419166985616
96,-1.0,"[14, 3, 1]",1,-0.45537019552042085,0.34237203064064187,0.35024859725187224,39.66671041556079,29.82358601289009,30.509703571549107
96,-1.0,"[14, 3, 0]",1,-0.6101775762314597,0.33818380751957494,-0.01993473122517268,63.01559686072403,34.9256598564257,2.0587432828502576
97,-1.0,"[8, 10, 0]",1,-0.2448678376773993,-0.06588206316034,-0.01993473122517268,74.04875036068013,19.922928607037925,6.0283210322819425
97,-1.0,"[18, 10, 0]",0,0.39533406496047974,-0.4230231046676636,-0.27807164192199707,36.05651920087298,38.58190337679926,25.36157742232777
98,1.0,"[16, 2, 0]",0,-0.045949459075927734,0.1282961368560791,-0.27807164192199707,10.158679623605018,28.364193561309666,61.47712681508531
99,-1.0,"[13, 6, 0]",1,-0.44005992139379185,0.2650478122135003,-0.01993473122517268,60.69436519079973,36.55617775087764,2.749457058322644
100,1.0,"[10, 6, 0]",1,-0.2359608362118403,0.29898809393246967,-0.01993473122517268,42.524379908659824,53.883023550297196,3.5925965410429805
100,1.0,"[20, 6, 0]",0,0.8445577919483185,0.1458854377269745,-0.27807164192199707,66.57846989880909,11.500490927889421,21.921039173301494
101,-1.0,"[18, 10, 0]",0,0.39533406496047974,-0.4230231046676636,-0.27807164192199707,36.05651920087298,38.58190337679926,25.36157742232777
102,-1.0,"[14, 6, 0]",1,-0.5027421700457732,0.2579700214167436,-0.01993473122517268,64.40071118385788,33.04567198299822,2.5536168331438995
103,0.0,"[11, 9, 0]",1,-0.27441389734546345,0.14393080895145735,-0.01993473122517268,62.61162944283243,32.83996387446351,4.548406682704063
103,0.0,"[18, 9, 0]",0,0.5494850985705853,-0.17698745802044868,-0.27807164192199707,54.6999424598695,17.618683008914196,27.681374531216303
104,-1.0,"[12, 3, 0]",1,-0.4791292470569412,0.35717683502783376,-0.01993473122517268,55.95730075103334,41.71453047736707,2.328168771599606
104,-1.0,"[13, 3, 0]",1,-0.5442478579158584,0.3485090679799517,-0.01993473122517268,59.631076242402315,38.184754430570486,2.18416932702719
105,1.0,"[12, 4, 0]",1,-0.4409024926523368,0.32161935543020564,-0.01993473122517268,56.34849323427365,41.10379590836351,2.547710857362858
105,1.0,"[21, 4, 0]",0,0.8189411014318466,0.19656075537204742,-0.27807164192199707,63.308432202612764,15.195174883039156,21.496392914348085
106,0.0,"[12, 8, 0]",1,-0.36832080657283467,0.17065487926205,-0.01993473122517268,65.89979276289944,30.533494108003435,3.566713129097146
106,0.0,"[18, 8, 0]",0,0.6086760014295578,-0.022671356797218323,-0.27807164192199707,66.93020503530096,2.4929495417964085,30.576845422902636
107,1.0,"[20, 7, 0]",0,0.9346602857112885,0.13003316521644592,-0.27807164192199707,69.60713312316395,9.683984630586306,20.708882246249754
108,-1.0,"[10, 1, 0]",1,-0.5796235079566637,0.23889831205209097,-0.01993473122517268,69.1298203948257,28.492628711709944,2.3775508934643574
108,-1.0,"[13, 1, 0]",1,-0.7572881306211153,0.23139249285062155,-0.01993473122517268,75.08195538513108,22.941599270036427,1.9764453448324801
108,-1.0,"[14, 1, 0]",1,-0.8162731851140658,0.22801189621289572,-0.01993473122517268,76.70155878385115,21.42526323261115,1.8731779835376925
109,0.0,"[11, 10, 0]",1,-0.22549295673767725,0.1260709141691526,-0.01993473122517268,60.698197905346106,33.935770806576684,5.366031288077198
109,0.0,"[20, 10, 0]",0,0.9128134697675705,-0.17965246737003326,-0.27807164192199707,66.60258600088153,13.108175223717867,20.28923877540059
110,0.0,"[20, 10, 0]",0,0.9128134697675705,-0.17965246737003326,-0.27807164192199707,66.60258600088153,13.108175223717867,20.28923877540059
111,-1.0,"[12, 7, 0]",1,-0.35013625274101895,0.24755373348792395,-0.01993473122517268,56.69077723836906,40.081578099457325,3.2276446621736232
111,-1.0,"[18, 7, 0]",0,0.620795950293541,0.09027759730815887,-0.27807164192199707,62.76085218515522,9.126829737869953,28.11231807697482
112,-1.0,"[19, 2, 0]",0,0.36429280042648315,0.16306763887405396,-0.27807164192199707,45.22948724286438,20.245982581987533,34.52453017514809
113,1.0,"[19, 5, 0]",0,0.6033535152673721,0.1503804475069046,-0.27807164192199707,58.47550280025641,14.574494151073269,26.950003048670325
114,1.0,"[20, 3, 0]",0,0.6190241873264313,0.22084948420524597,-0.27807164192199707,55.37159822371602,19.754945214893784,24.87345656139019
115,1.0,"[20, 10, 0]",0,0.9128134697675705,-0.17965246737003326,-0.27807164192199707,66.60258600088153,13.108175223717867,20.28923877540059
116,1.0,"[14, 10, 0]",1,-0.48290658618013066,0.03773342942198118,-0.01993473122517268,89.33206536457409,6.980242721925954,3.687691913499965
116,1.0,"[20, 10, 0]",0,0.9128134697675705,-0.17965246737003326,-0.27807164192199707,66.60258600088153,13.108175223717867,20.28923877540059
